ID del envio,Registre su tipo de empresa organizacion ciudadano,Provincia,Genero,CIIU,Tiene conocimientos de computacion y navegacion en internet,Conoce las oportunidades que el IOT (Internet de las cosas) puede aportar en su trabajo y empresa,Conoce las oportunidades que el IA (Inteligencia artificial) puede aportar en su trabajo y empresa,Conoce como utilizar herramientas de busqueda avanzada en Internet para mejorar los resultados en funcion de sus necesidades,Identifica parametros que deben cumplir las paginas web y la informacion online para considerar su confiabilidad y calidad,Clasifica la informacion mediante archivos y carpetas para facilitar su localizacion posterior,Conoce o ha utilizado servicios de alojamiento de archivos en la nube,Ha participado en consultas ciudadanas o encuestas a traves de internet (online) a propuestas de organizaciones publicas o sociales,"Usted sabe como generar un perfil publico, personal o profesional en las Redes Sociales, controlando los detalles de la imagen que quiere transmitir","Es capaz de utilizar los diferentes medios digitales para exponer de manera creativa esquemas graficos, mapas conceptuales, infografias","Sabe editar y modificar con herramientas digitales, el formato de diferentes tipos de archivo textos, fotografias, videos",Conoce los fundamentos de los procesos digitales y de la creacion de software. Entiendo los principios de la programacion,"Conoce y actua con prudencia cuando recibe mensajes cuyo remitente, contenido o archivo adjunto sea desconocido (SPAM)","Se interesa en conocer las politicas de privacidad de las plataformas que utiliza en Internet, asi como el tratamiento que hacen de sus datos personales","Se mantiene informado y actualizado sobre habitos saludables y seguros en el uso de la tecnologia, y los fomenta y los difunde","Es capaz de evaluar y elegir de manera adecuada un dispositivo, software, aplicacion o servicio para realizar sus tareas",Participa en experiencias innovadoras relacionadas con el uso de nuevas tecnologias,Conoce su nivel de competencia digital e identifica claramente sus carencias con respecto a los requisitos de su entorno laboral,Edad,Puntuacion
21131,Ciudadano,Azuay,Masculino,Otras actividades de servicios.,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,34.0,50
21132,Microempresarios,Carchi,Femenino,Industrias manufactureras.,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,25.0,89
21133,Microempresarios,Santa Elena,Masculino,Otras actividades de servicios.,Si,Si,Si,Si,Si,Si,Si,No,Si,Si,Si,No,Si,Si,Si,Si,No,Si,34.0,92
21134,Microempresarios,Santa Elena,Masculino,Otras actividades de servicios.,Si,Si,Si,Si,Si,Si,Si,No,Si,Si,Si,No,Si,Si,Si,Si,No,Si,34.0,92
21135,Ciudadano,Azuay,Masculino,"Agricultura, ganaderia y pesca.",Si,Si,No,No,No,No,Si,No,No,No,Si,Si,No,Si,Si,No,No,No,52.0,59
21136,Pyme,Azuay,Masculino,Comercio al por mayor y al por menor; reparacion de vehiculos automotores y motocicletas.,Si,Si,Si,No,No,Si,Si,Si,Si,Si,Si,No,Si,Si,Si,Si,Si,Si,25.0,120
21137,Microempresarios,Azuay,Femenino,"Artes, entretenimiento y recreacion.",No,No,No,No,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,39.0,69
21138,Microempresarios,Azuay,Femenino,"Agricultura, ganaderia y pesca.",No,No,No,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,22.0,112
21139,Ciudadano,Azuay,Femenino,"Agricultura, ganaderia y pesca.",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,45.0,62
21140,Pyme,Santa Elena,Femenino,Otras actividades de servicios.,Si,No,No,No,No,No,No,Si,Si,Si,Si,Si,Si,Si,Si,No,Si,Si,63.0,78
21141,Microempresarios,Carchi,Masculino,"Agricultura, ganaderia y pesca.",Si,No,Si,No,No,No,No,No,No,No,Si,No,No,Si,No,Si,No,No,37.0,91
21142,Ciudadano,Santa Elena,Femenino,nan,Si,No,No,No,No,No,No,Si,No,No,Si,No,No,No,No,No,No,Si,35.0,58
21143,Microempresarios,Azuay,Masculino,"Agricultura, ganaderia y pesca.",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,32.0,67
21144,Artesanos,Azuay,Femenino,"Artes, entretenimiento y recreacion.",Si,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,22.0,66
21145,Ciudadano,Santa Elena,Femenino,nan,Si,No,No,No,No,No,No,Si,No,No,Si,No,No,No,No,No,No,Si,35.0,58
21146,Microempresarios,Azuay,Femenino,"Agricultura, ganaderia y pesca.",No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,43.0,60
21147,Artesanos,Carchi,Femenino,nan,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,24.0,46
21148,Artesanos,Bolivar,Masculino,"Artes, entretenimiento y recreacion.",Si,No,No,No,No,No,No,Si,Si,Si,Si,No,No,No,No,No,No,No,35.0,50
21149,Ciudadano,Guayas,Femenino,nan,Si,Si,No,Si,No,No,No,No,Si,No,No,No,Si,Si,Si,Si,Si,Si,28.0,79
21150,Microempresarios,Azuay,Masculino,"Agricultura, ganaderia y pesca.",No,No,No,No,No,No,No,No,No,No,No,Si,No,Si,No,No,No,No,25.0,86
21151,Microempresarios,Pichincha,Femenino,Industrias manufactureras.,No,Si,No,No,No,No,Si,Si,Si,No,No,No,Si,No,No,No,No,No,59.0,82
21152,Pyme,Azuay,Femenino,Comercio al por mayor y al por menor; reparacion de vehiculos automotores y motocicletas.,Si,Si,Si,Si,No,No,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,No,Si,30.0,101
21153,Ciudadano,Azuay,Masculino,Otras actividades de servicios.,No,No,No,No,No,No,No,Si,No,No,Si,No,No,No,No,No,No,No,34.0,67
21154,Microempresarios,Azuay,Masculino,Comercio al por mayor y al por menor; reparacion de vehiculos automotores y motocicletas.,Si,No,No,No,No,Si,No,No,Si,Si,No,Si,No,Si,No,Si,No,Si,39.0,95
21155,Microempresarios,Azuay,Femenino,"Agricultura, ganaderia y pesca.",Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,24.0,79
21156,Ciudadano,Tungurahua,Femenino,"Agricultura, ganaderia y pesca.",Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,11.0,55
21157,Microempresarios,Azuay,Masculino,"Agricultura, ganaderia y pesca.",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,56.0,77
21158,Microempresarios,Carchi,Femenino,"Artes, entretenimiento y recreacion.",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,33.0,92
21159,Microempresarios,Tungurahua,Femenino,nan,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,25.0,55
21160,Artesanos,El Oro,Femenino,Otras actividades de servicios.,Si,No,No,Si,Si,Si,Si,Si,Si,No,Si,No,Si,Si,Si,Si,No,Si,38.0,75
21161,Artesanos,Bolivar,Femenino,"Agricultura, ganaderia y pesca.",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,51.0,59
21162,Ciudadano,El Oro,Femenino,Otras actividades de servicios.,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,50.0,53
21163,Ciudadano,Santa Elena,Masculino,nan,Si,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,38.0,57
21164,Ciudadano,Manabi,Femenino,Actividades de atencion de la salud humana y de asistencia social.,Si,No,No,No,No,No,No,Si,Si,Si,No,No,No,No,No,No,No,No,32.0,113
21165,Microempresarios,El Oro,Femenino,Otras actividades de servicios.,Si,No,No,No,No,Si,Si,Si,Si,Si,No,Si,No,Si,Si,No,No,No,45.0,108
21166,Microempresarios,Azuay,Masculino,nan,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,38.0,47
21167,Microempresarios,El Oro,Femenino,Actividades de alojamiento y de servicio de comida.,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,40.0,53
21168,Microempresarios,El Oro,Masculino,Otras actividades de servicios.,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,47.0,94
21169,Microempresarios,El Oro,Femenino,Otras actividades de servicios.,Si,No,No,No,No,No,No,Si,No,No,Si,No,No,No,No,No,No,No,23.0,54
21170,Microempresarios,El Oro,Femenino,nan,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,37.0,52
21171,Artesanos,Azuay,Femenino,"Agricultura, ganaderia y pesca.",Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,39.0,46
21172,Microempresarios,El Oro,Femenino,"Agricultura, ganaderia y pesca.",Si,No,No,Si,No,No,No,Si,No,No,No,No,Si,No,No,No,No,Si,42.0,72
21173,Artesanos,Azuay,Femenino,nan,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,56.0,95
21174,Artesanos,El Oro,Masculino,Otras actividades de servicios.,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,29.0,45
21175,Artesanos,Bolivar,Masculino,"Agricultura, ganaderia y pesca.",Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,32.0,93
21176,Artesanos,Bolivar,Masculino,"Agricultura, ganaderia y pesca.",Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,32.0,93
21177,Microempresarios,Guayas,Masculino,Otras actividades de servicios.,Si,Si,No,Si,No,No,Si,No,Si,Si,Si,No,No,Si,Si,Si,No,No,26.0,121
21178,Artesanos,Bolivar,Masculino,"Agricultura, ganaderia y pesca.",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,32.0,90
21179,Microempresarios,Guayas,Femenino,Otras actividades de servicios.,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,No,Si,Si,Si,Si,Si,27.0,150
21180,Artesanos,Bolivar,Masculino,"Agricultura, ganaderia y pesca.",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,32.0,90
21181,Ciudadano,Loja,Femenino,"Agricultura, ganaderia y pesca.",Si,Si,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,26.0,50
21182,Artesanos,Azuay,Femenino,"Agricultura, ganaderia y pesca.",Si,No,Si,No,Si,No,Si,No,Si,No,No,No,No,No,No,No,No,No,35.0,67
21183,Artesanos,Bolivar,Masculino,"Agricultura, ganaderia y pesca.",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,40.0,91
21184,Microempresarios,El Oro,Femenino,Otras actividades de servicios.,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,56.0,52
21185,Artesanos,Bolivar,Masculino,"Agricultura, ganaderia y pesca.",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,42.0,90
21186,Ciudadano,Carchi,Femenino,nan,No,Si,No,No,No,No,No,No,Si,Si,Si,No,No,No,No,No,No,No,44.0,65
21187,Microempresarios,El Oro,Femenino,Actividades de alojamiento y de servicio de comida.,No,Si,Si,No,No,Si,Si,Si,No,No,No,No,Si,No,No,No,Si,No,58.0,90
21188,Artesanos,Bolivar,Masculino,"Agricultura, ganaderia y pesca.",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,29.0,90
21189,Ciudadano,Bolivar,Masculino,Otras actividades de servicios.,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,62.0,45
21190,Pyme,Azuay,Femenino,Otras actividades de servicios.,Si,No,No,No,No,Si,Si,Si,No,Si,Si,No,Si,Si,No,Si,No,Si,59.0,98
21191,Microempresarios,El Oro,Masculino,Otras actividades de servicios.,Si,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,55.0,73
21192,Microempresarios,Tungurahua,Masculino,"Agricultura, ganaderia y pesca.",Si,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,21.0,56
21193,Ciudadano,Canar,Femenino,Otras actividades de servicios.,Si,No,No,No,No,No,No,No,Si,Si,Si,Si,No,No,Si,No,No,No,33.0,72
21194,Pyme,Azuay,Femenino,Otras actividades de servicios.,Si,No,No,No,No,Si,Si,Si,No,Si,Si,No,Si,Si,No,Si,No,Si,59.0,99
21195,Ciudadano,Carchi,Masculino,Actividades financieras y de seguros.,Si,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,60.0,46
21196,Ciudadano,Pichincha,Femenino,Otras actividades de servicios.,Si,No,No,No,Si,No,No,No,No,No,No,No,No,Si,Si,Si,No,No,63.0,77
21197,Artesanos,Tungurahua,Masculino,Actividades de los hogares como empleadores; actividades no diferenciadas de los hogares como productores de bienes y servicios para uso propio.,Si,No,No,No,Si,Si,No,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,42.0,105
21198,Artesanos,Canar,Masculino,Construccion.,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,46.0,68
21199,Ciudadano,Carchi,Femenino,nan,Si,No,No,No,No,No,No,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,25.0,76
21200,Organizacion de Economia Popular y Solidaria,Canar,Masculino,Otras actividades de servicios.,Si,No,No,Si,No,Si,Si,No,No,Si,Si,Si,No,No,No,No,Si,No,32.0,88
21201,Microempresarios,Tungurahua,Masculino,"Agricultura, ganaderia y pesca.",Si,No,No,No,No,No,No,Si,No,Si,No,No,No,No,No,No,No,No,21.0,52
21202,Microempresarios,Carchi,Masculino,Otras actividades de servicios.,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,37.0,96
21203,Ciudadano,Azuay,Prefiero no decir,"Agricultura, ganaderia y pesca.",Si,No,No,Si,No,No,Si,No,Si,Si,Si,No,Si,Si,No,No,No,No,32.0,104
21204,Ciudadano,Azuay,Femenino,Otras actividades de servicios.,Si,No,No,No,No,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,No,Si,37.0,81
21205,Ciudadano,Carchi,Femenino,"Agricultura, ganaderia y pesca.",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,42.0,44
21206,Ciudadano,Santa Elena,Masculino,Comercio al por mayor y al por menor; reparacion de vehiculos automotores y motocicletas.,Si,No,No,No,Si,Si,Si,No,Si,Si,Si,No,Si,Si,Si,Si,No,No,27.0,63
21207,Microempresarios,Tungurahua,Femenino,"Agricultura, ganaderia y pesca.",No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,21.0,55
21208,Ciudadano,Esmeraldas,Masculino,nan,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,51.0,50
21209,Ciudadano,El Oro,Femenino,"Agricultura, ganaderia y pesca.",Si,No,No,Si,No,No,No,Si,No,No,No,No,Si,No,No,No,No,Si,42.0,72
21210,Ciudadano,Cotopaxi,Femenino,Otras actividades de servicios.,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,45.0,77
21211,Microempresarios,El Oro,Masculino,"Suministro de electricidad, gas, vapor y aire acondicionado.",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,38.0,46
21212,Organizacion de Economia Popular y Solidaria,Azuay,Femenino,"Agricultura, ganaderia y pesca.",Si,No,No,No,No,No,No,Si,No,No,Si,No,No,No,Si,No,No,No,45.0,87
21213,Microempresarios,Guayas,Femenino,Otras actividades de servicios.,Si,No,No,No,No,No,No,No,Si,No,Si,No,No,No,No,No,No,No,33.0,101
21214,Ciudadano,Canar,Femenino,Otras actividades de servicios.,Si,No,No,No,No,No,No,No,Si,Si,No,No,No,Si,Si,No,Si,No,31.0,75
21215,Ciudadano,Carchi,Femenino,"Agricultura, ganaderia y pesca.",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,56.0,45
21216,Microempresarios,Azuay,Otro,Otras actividades de servicios.,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,58.0,47
21217,Ciudadano,Azuay,Femenino,Comercio al por mayor y al por menor; reparacion de vehiculos automotores y motocicletas.,Si,No,No,No,No,No,No,Si,Si,Si,Si,Si,Si,No,No,No,No,No,31.0,104
21218,Ciudadano,Canar,Femenino,"Actividades profesionales, cientificas y tecnicas.",Si,Si,Si,No,No,No,No,No,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,24.0,117
21219,Artesanos,Azuay,Masculino,Otras actividades de servicios.,Si,Si,Si,Si,Si,Si,Si,No,Si,No,No,No,No,Si,Si,No,Si,Si,28.0,84
21220,Ciudadano,Azuay,Femenino,Otras actividades de servicios.,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,38.0,53
21221,Artesanos,Azuay,Masculino,Actividades de alojamiento y de servicio de comida.,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,43.0,67
21222,Microempresarios,Tungurahua,Masculino,"Agricultura, ganaderia y pesca.",No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,25.0,52
21223,Ciudadano,Azuay,Femenino,nan,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,46.0,89
21224,Microempresarios,Carchi,Femenino,"Agricultura, ganaderia y pesca.",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,41.0,44
21225,Ciudadano,Esmeraldas,Masculino,nan,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,35.0,47
21226,Pyme,El Oro,Femenino,Actividades de los hogares como empleadores; actividades no diferenciadas de los hogares como productores de bienes y servicios para uso propio.,Si,Si,No,Si,Si,Si,Si,Si,No,No,No,No,Si,No,No,No,Si,No,45.0,111
21227,Ciudadano,Santa Elena,Masculino,Industrias manufactureras.,Si,No,No,No,No,Si,No,No,Si,No,Si,No,Si,Si,Si,No,No,No,34.0,60
21228,Ciudadano,Carchi,Femenino,nan,Si,No,No,No,No,No,No,Si,Si,Si,Si,No,Si,No,No,No,No,No,45.0,59
21229,Microempresarios,Azuay,Masculino,nan,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,34.0,59
21230,Ciudadano,Azuay,Femenino,nan,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,56.0,94
21231,Microempresarios,El Oro,Femenino,Otras actividades de servicios.,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,36.0,50
21232,Ciudadano,Canar,Femenino,Ensenanza.,Si,No,No,Si,Si,Si,Si,Si,Si,Si,Si,Si,No,Si,Si,Si,Si,Si,27.0,115
21233,Ciudadano,Azuay,Masculino,Transporte y almacenamiento.,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,39.0,45
21234,Microempresarios,Carchi,Masculino,"Agricultura, ganaderia y pesca.",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,40.0,44
21235,Ciudadano,Azuay,Masculino,"Agricultura, ganaderia y pesca.",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,40.0,72
21236,Ciudadano,Tungurahua,Masculino,"Agricultura, ganaderia y pesca.",Si,No,No,No,No,No,No,Si,Si,Si,Si,No,No,Si,Si,Si,No,No,57.0,78
21237,Microempresarios,Carchi,Femenino,Actividades de organizaciones y organos extraterritoriales.,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,40.0,45
21238,Artesanos,Azuay,Masculino,Industrias manufactureras.,Si,No,No,No,No,Si,No,Si,No,No,Si,No,Si,Si,Si,No,No,No,60.0,88
21239,Ciudadano,Canar,Femenino,Otras actividades de servicios.,Si,No,No,No,No,No,No,No,No,No,No,No,Si,Si,No,No,No,No,50.0,57
21240,Ciudadano,Azuay,Femenino,"Agricultura, ganaderia y pesca.",No,No,No,No,Si,Si,No,Si,Si,No,Si,No,No,Si,No,No,No,No,54.0,72
21241,Microempresarios,Pichincha,Femenino,"Artes, entretenimiento y recreacion.",Si,Si,No,No,Si,Si,Si,No,No,No,Si,No,No,Si,No,No,Si,No,28.0,105
21242,Microempresarios,Carchi,Femenino,"Agricultura, ganaderia y pesca.",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,42.0,44
21243,Microempresarios,Azuay,Femenino,Comercio al por mayor y al por menor; reparacion de vehiculos automotores y motocicletas.,Si,No,No,Si,Si,Si,Si,No,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,32.0,101
21244,Microempresarios,Tungurahua,Femenino,nan,Si,Si,No,No,No,Si,Si,Si,Si,No,No,No,Si,Si,Si,Si,Si,Si,50.0,145
21245,Ciudadano,Azuay,Femenino,Comercio al por mayor y al por menor; reparacion de vehiculos automotores y motocicletas.,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,63.0,46
21246,Ciudadano,Canar,Femenino,"Actividades profesionales, cientificas y tecnicas.",Si,No,No,Si,Si,No,No,Si,No,Si,No,Si,Si,No,No,Si,No,No,28.0,79
21247,Microempresarios,El Oro,Femenino,nan,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,19.0,52
21248,Artesanos,Canar,Femenino,Otras actividades de servicios.,No,No,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,45.0,50
21249,Pyme,Manabi,Femenino,Otras actividades de servicios.,Si,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,Si,No,42.0,86
21250,Ciudadano,Azuay,Femenino,nan,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,52.0,94
21251,Pyme,Carchi,Femenino,nan,Si,Si,No,No,No,No,No,No,Si,No,No,No,Si,No,Si,No,No,Si,52.0,90
21252,Ciudadano,El Oro,Masculino,Otras actividades de servicios.,Si,Si,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,25.0,104
21253,Microempresarios,Azuay,Femenino,"Agricultura, ganaderia y pesca.",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,54.0,87
21254,Microempresarios,El Oro,Femenino,nan,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,38.0,45
21255,Pyme,El Oro,Femenino,Actividades de los hogares como empleadores; actividades no diferenciadas de los hogares como productores de bienes y servicios para uso propio.,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,40.0,154
21256,Microempresarios,Carchi,Masculino,Otras actividades de servicios.,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,81.0,91
21257,Pyme,Azuay,Masculino,"Agricultura, ganaderia y pesca.",Si,No,No,No,No,Si,Si,Si,Si,No,Si,No,Si,Si,No,Si,No,Si,33.0,63
21258,Artesanos,Canar,Masculino,"Agricultura, ganaderia y pesca.",Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,64.0,55
21259,Artesanos,Canar,Masculino,"Agricultura, ganaderia y pesca.",Si,No,No,No,No,No,No,Si,No,No,Si,No,No,No,Si,No,No,No,55.0,58
21260,Artesanos,Azuay,Femenino,Otras actividades de servicios.,Si,No,No,Si,No,Si,Si,Si,Si,Si,Si,No,Si,Si,Si,Si,No,Si,46.0,82
21261,Pyme,Canar,Masculino,"Agricultura, ganaderia y pesca.",Si,No,No,Si,No,No,No,No,No,Si,No,No,Si,No,Si,Si,No,Si,46.0,82
21262,Microempresarios,Guayas,Masculino,"Suministro de electricidad, gas, vapor y aire acondicionado.",Si,No,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,No,No,No,33.0,85
21263,Ciudadano,Azuay,Femenino,"Agricultura, ganaderia y pesca.",Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,26.0,75
21264,Artesanos,El Oro,Masculino,"Artes, entretenimiento y recreacion.",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,33.0,48
21265,Artesanos,Azuay,Femenino,"Artes, entretenimiento y recreacion.",Si,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,22.0,66
21266,Artesanos,Azuay,Femenino,Otras actividades de servicios.,Si,No,No,Si,Si,Si,Si,No,Si,No,Si,Si,Si,No,Si,No,Si,Si,35.0,83
21267,Microempresarios,Carchi,Femenino,Otras actividades de servicios.,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,66.0,87
21268,Artesanos,Azuay,Femenino,Actividades de los hogares como empleadores; actividades no diferenciadas de los hogares como productores de bienes y servicios para uso propio.,Si,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,Si,Si,Si,Si,29.0,57
21269,Ciudadano,Azuay,Femenino,nan,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,58.0,45
21270,Microempresarios,Canar,Masculino,Informacion y comunicacion.,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,29.0,204
21271,Ciudadano,Carchi,Masculino,nan,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,74.0,45
21272,Artesanos,Azuay,Masculino,Otras actividades de servicios.,Si,No,No,No,No,Si,No,Si,Si,No,No,No,Si,Si,Si,No,No,No,45.0,91
21273,Microempresarios,Azuay,Femenino,nan,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,26.0,92
21274,Artesanos,Tungurahua,Femenino,Industrias manufactureras.,Si,No,No,Si,No,No,No,Si,No,No,Si,No,No,Si,Si,Si,Si,No,46.0,102
21275,Microempresarios,El Oro,Femenino,Comercio al por mayor y al por menor; reparacion de vehiculos automotores y motocicletas.,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,23.0,56
21276,Ciudadano,Manabi,Masculino,Comercio al por mayor y al por menor; reparacion de vehiculos automotores y motocicletas.,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,37.0,57
21277,Ciudadano,Azuay,Masculino,nan,Si,No,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,No,No,Si,37.0,65
21278,Pyme,Azuay,Femenino,Otras actividades de servicios.,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,79.0,44
21279,Microempresarios,Carchi,Masculino,nan,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,41.0,98
21280,Ciudadano,Cotopaxi,Femenino,"Agricultura, ganaderia y pesca.",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,36.0,47
21281,Organizacion de Economia Popular y Solidaria,Azuay,Masculino,Actividades financieras y de seguros.,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,27.0,143
21282,Microempresarios,El Oro,Masculino,nan,Si,Si,Si,No,No,Si,No,No,No,No,Si,No,Si,Si,Si,Si,No,Si,34.0,71
21283,Artesanos,Tungurahua,Masculino,"Agricultura, ganaderia y pesca.",Si,No,No,No,No,No,No,Si,Si,Si,Si,Si,No,Si,Si,Si,No,No,35.0,76
21284,Microempresarios,Azuay,Masculino,"Agricultura, ganaderia y pesca.",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,41.0,47
21285,Ciudadano,Cotopaxi,Femenino,"Agricultura, ganaderia y pesca.",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,34.0,44
21286,Microempresarios,Tungurahua,Masculino,"Agricultura, ganaderia y pesca.",Si,Si,No,No,No,Si,No,Si,Si,No,No,No,Si,Si,Si,No,Si,Si,53.0,110
21287,Microempresarios,Azuay,Femenino,Actividades de atencion de la salud humana y de asistencia social.,Si,No,No,No,No,No,No,No,Si,Si,No,No,Si,Si,Si,No,No,Si,20.0,64
21288,Microempresarios,El Oro,Femenino,Otras actividades de servicios.,Si,Si,Si,No,No,No,No,No,Si,No,Si,No,Si,No,No,Si,No,Si,25.0,112
21289,Ciudadano,Guayas,Femenino,Otras actividades de servicios.,Si,No,No,No,No,No,No,Si,No,No,No,No,Si,Si,Si,No,No,No,40.0,67
21290,Pyme,Azuay,Femenino,Otras actividades de servicios.,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,61.0,45
